Printout for SDDS file one.twi

       s            betax          alphax          etax          etaxp     
       m              m                             m                      
---------------------------------------------------------------------------
  1.027404e+02   3.377012e+01  -1.692001e+00  -4.024721e-03  -1.906030e-04 
  1.027899e+02   3.393796e+01  -1.697665e+00  -4.034159e-03  -1.906030e-04 
  1.029008e+02   3.431598e+01  -1.710353e+00  -4.055300e-03  -1.906030e-04 
  1.029504e+02   3.448563e+01  -1.716017e+00  -4.064738e-03  -1.906030e-04 
  1.059945e+02   4.597394e+01  -2.057459e+00  -4.546796e-03  -1.862413e-04 
  1.060440e+02   4.617797e+01  -2.063095e+00  -4.556018e-03  -1.862413e-04 
  1.060440e+02   4.617797e+01  -2.063095e+00  -4.556018e-03  -1.862413e-04 
  1.063690e+02   4.753101e+01  -2.100089e+00  -4.616546e-03  -1.862413e-04 
  1.065190e+02   4.753921e+01   2.045617e+00  -4.616807e-03   1.827842e-04 
  1.065190e+02   4.753921e+01   2.045617e+00  -4.616807e-03   1.827842e-04 
  1.065190e+02   4.753921e+01   2.045617e+00  -4.616807e-03   1.887943e-04 
  1.065190e+02   4.753921e+01   2.045617e+00  -4.616807e-03   1.887943e-04 
  1.068440e+02   4.622108e+01   2.010173e+00  -4.555449e-03   1.887943e-04 
  1.068935e+02   4.602228e+01   2.004773e+00  -4.546101e-03   1.887943e-04 
  1.099376e+02   3.481132e+01   1.677491e+00  -3.889113e-03   1.863798e-04 
  1.099871e+02   3.464547e+01   1.672066e+00  -3.879884e-03   1.863798e-04 
  1.100980e+02   3.427589e+01   1.659914e+00  -3.859211e-03   1.863798e-04 
  1.101475e+02   3.411177e+01   1.654489e+00  -3.849982e-03   1.863798e-04 
  1.131916e+02   2.504339e+01   1.324084e+00  -3.217105e-03   1.839675e-04 
  1.132412e+02   2.491254e+01   1.318640e+00  -3.207995e-03   1.839675e-04 
  1.132412e+02   2.491254e+01   1.318640e+00  -3.207995e-03   1.839675e-04 
  1.137412e+02   2.362138e+01   1.263672e+00  -3.116012e-03   1.839675e-04 
  1.137907e+02   2.349651e+01   1.258228e+00  -3.106902e-03   1.839675e-04 
  1.168348e+02   1.684817e+01   9.254936e-01  -2.497749e-03   1.815603e-04 
  1.168843e+02   1.675679e+01   9.200374e-01  -2.488759e-03   1.815603e-04 
  1.169952e+02   1.655404e+01   9.078149e-01  -2.468620e-03   1.815603e-04 
  1.170447e+02   1.646441e+01   9.023587e-01  -2.459630e-03   1.815603e-04 
  1.200888e+02   1.198738e+01   5.681833e-01  -1.871250e-03   1.791783e-04 
  1.201383e+02   1.193139e+01   5.627192e-01  -1.862378e-03   1.791783e-04 
  1.201383e+02   1.193139e+01   5.627192e-01  -1.862378e-03   1.791783e-04 
  1.204633e+02   1.157728e+01   5.268548e-01  -1.804145e-03   1.791783e-04 
  1.206133e+02   1.157240e+01  -4.941870e-01  -1.789219e-03   2.000928e-05 
  1.206133e+02   1.157240e+01  -4.941870e-01  -1.789219e-03   2.000928e-05 
  1.206133e+02   1.157240e+01  -4.941870e-01  -1.789219e-03   3.334040e-05 
  1.206133e+02   1.157240e+01  -4.941870e-01  -1.789219e-03   3.334040e-05 
  1.209383e+02   1.190498e+01  -5.291298e-01  -1.778384e-03   3.334040e-05 
  1.209879e+02   1.195764e+01  -5.344535e-01  -1.776733e-03   3.334040e-05 
  1.240320e+02   1.620332e+01  -8.601435e-01  -1.645495e-03   3.318137e-05 
  1.240815e+02   1.628876e+01  -8.654603e-01  -1.643852e-03   3.318137e-05 
  1.241924e+02   1.648207e+01  -8.773704e-01  -1.640172e-03   3.318137e-05 
  1.242419e+02   1.656922e+01  -8.826871e-01  -1.638529e-03   3.318137e-05 
  1.272860e+02   2.293227e+01  -1.207423e+00  -1.511127e-03   3.300374e-05 
  1.273355e+02   2.305211e+01  -1.212730e+00  -1.509493e-03   3.300374e-05 
  1.273355e+02   2.305211e+01  -1.212730e+00  -1.509493e-03   3.300374e-05 
  1.278355e+02   2.429163e+01  -1.266320e+00  -1.492991e-03   3.300374e-05 
  1.278850e+02   2.441730e+01  -1.271627e+00  -1.491357e-03   3.300374e-05 
  1.309291e+02   3.314430e+01  -1.595003e+00  -1.367774e-03   3.280946e-05 
  1.309786e+02   3.330251e+01  -1.600297e+00  -1.366150e-03   3.280946e-05 
  1.310896e+02   3.365884e+01  -1.612157e+00  -1.362510e-03   3.280946e-05 
  1.311391e+02   3.381875e+01  -1.617452e+00  -1.360886e-03   3.280946e-05 
  1.341832e+02   4.464664e+01  -1.939290e+00  -1.240697e-03   3.260317e-05 
  1.342327e+02   4.483895e+01  -1.944570e+00  -1.239083e-03   3.260317e-05 
  1.342327e+02   4.483895e+01  -1.944570e+00  -1.239083e-03   3.260317e-05 
  1.345577e+02   4.611418e+01  -1.979226e+00  -1.228487e-03   3.260317e-05 
  1.347077e+02   4.610473e+01   2.041951e+00  -1.215205e-03   1.443000e-04 
  1.347077e+02   4.610473e+01   2.041951e+00  -1.215205e-03   1.443000e-04 
  1.347077e+02   4.610473e+01   2.041951e+00  -1.215205e-03   1.388200e-04 
  1.347077e+02   4.610473e+01   2.041951e+00  -1.215205e-03   1.388200e-04 
  1.350327e+02   4.478931e+01   2.005509e+00  -1.170089e-03   1.388200e-04 
  1.350822e+02   4.459097e+01   1.999958e+00  -1.163215e-03   1.388200e-04 
  1.381263e+02   3.344507e+01   1.661201e+00  -7.289061e-04   1.369789e-04 
  1.381758e+02   3.328084e+01   1.655635e+00  -7.221236e-04   1.369789e-04 
  1.382867e+02   3.291494e+01   1.643166e+00  -7.069299e-04   1.369789e-04 
  1.383363e+02   3.275249e+01   1.637600e+00  -7.001474e-04   1.369789e-04 
  1.413804e+02   2.381817e+01   1.297124e+00  -2.786233e-04   1.351783e-04 
  1.414299e+02   2.368999e+01   1.291547e+00  -2.719299e-04   1.351783e-04 
  1.414299e+02   2.368999e+01   1.291547e+00  -2.719299e-04   1.351783e-04 
  1.419299e+02   2.242660e+01   1.235234e+00  -2.043408e-04   1.351783e-04 
  1.419794e+02   2.230455e+01   1.229658e+00  -1.976474e-04   1.351783e-04 
  1.450235e+02   1.585806e+01   8.878825e-01   2.110585e-04   1.334147e-04 
  1.450730e+02   1.577041e+01   8.822987e-01   2.176646e-04   1.334147e-04 
  1.451839e+02   1.557607e+01   8.697901e-01   2.324629e-04   1.334147e-04 
